words,frequency
quudha,1
quudhe,1
quudhee,19
quudheen,7
quudheyn,3
quudhi,29
quudhoo,3
quudhow,1
quudhsaa,3
quudhsada,3
quudhsadaan,3
quudhsaday,1
quudhsadee,3
quudhsanayaane,1
quudhsanaysaa,1
quudhsaneyn,3
quudhsataa,3
quudhsi,3
quudi,1
quudin,2
quudinta,1
quudis,1
quudka,1
quudkii,1
quudna,1
quudo,1
quudowsasho,1
quudowsi,1
quudowso,1
quudquuto,1
quudsasho,1
quudsi,1
quudso,1
quulle,1
quuluubadu,1
quumanow,3
quuqlee,1
quur,1
quurid,1
quurikarininee,3
quuris,1
quuriwaa,1
quuriwaayid,1
quursad,1
quursasho,4
quursi,4
quurso,1
quuruumaha,3
quus,2
quusa,2
quusad,2
quusan,9
quusanaayoo,3
quusanee,1
quusaneeysoo,1
quusaneysoo,1
quusasho,4
quusay,1
quusbaa,7
quusey,1
quusid,2
quusin,2
quuso,7
quustaba,1
quustay,5
quustee,25
quusteen,1
quustey,5
quustoo,1
quuta,5
quutaan,3
quutaquute,1
quutaquuto,1
quutayaashii,3
quutee,1
quuto,5
quutoo,1
quuwad,5
quuwadii,1
quwaax,29
quwaaxa,1
quwaaxso,1
quwad,5
quwaynaa,1
quwee,1
quweysan,1
quweysnaan,1
quweysnaansho,1
quweyso,1
quwo,2
quwow,1
qv,1
qyo,67
r,22
ra,2
raa,26
raab,1
raabac,1
raabakh,1
raabakhsan,1
raabakhsanaan,1
raabakhsanaansho,1
raabaqaad,1
raabaqaadaysoo,3
raabaraabe,1
raabay,3
raaberaabe,2
raabi,3
raabsasho,3
raabsi,1
raabso,2
raac,70
raaca,29
raacaa,39
raacaan,11
raacaay,15
raacaayee,3
raacana,1
raacasho,1
raacatada,1
raacato,1
raacay,31
raacaya,3
raacayaa,1
raacayaane,1
raacayaayoo,1
raacayee,11
raacayeee,1
raacayo,3
raacda,2
raacdaa,9
raacdaan,5
raacdaay,1
raacdada,9
raacdadii,1
raacdareeb,1
raacday,11
raacdayn,2
raacdaysasho,1
raacdaysi,1
raacdayso,1
raacdee,48
raacdeeyay,1
raacdeeyey,1
raacdey,13
raacdo,31
raacdoo,5
raacee,43
raaceed,1
raaceen,2
raacey,9
raachsee,1
raaci,9
raacid,25
raacidda,4
raacin,35
raacina,9
raacine,23
raacinee,3
raacis,1
raacisee,5
raaciyaa,5
raaciyad,1
raaciye,1
raaciyo,12
raacnaa,7
raacnee,5
raacney,1
raacno,11
raaco,32
raacoo,55
raacoon,1
raacooo,3
raacsan,18
raacsanaan,1
raacsanaansho,1
raacsanayn,2
raacsanoo,3
raacshaa,5
raacshay,1
raacshee,7
raacsho,6
raacshoo,3
raacshoon,1
raacshoow,1
raacsii,1
raacsiin,4
raacsiisay,1
raacsin,1
raad,72
raadar,2
raaday,7
raadcad,1
raadcada,5
raadgad,1
raadgado,4
raadgamid,1
raadgan,1
raadgoo,1
raadgoob,2
raadgoobid,1
raadgooyo,1
raadgur,2
raadguraysaa,1
raadgurid,2
raadguur,1
raadi,5
raadin,28
raadinaayaa,5
raadinaayee,7
raadinayaa,1
raadinayo,4
raadinine,1
raadinta,7
raadinteeda,1
raadis,1
raadisaa,1
raadisaan,1
raadistaadii,11
raadiya,2
raadiyaa,7
raadiyaaye,1
raadiyaba,1
raadiyabaa,1
raadiyaha,5
raadiye,6
raadiyey,1
raadiyo,11
raadiyow,1
raadka,24
raadkeeda,5
raadkeedii,1
raadkeenana,1
raadkeyga,7
raadkii,9
raadkiisa,3
raadkooda,1
raadqaad,1
raadqaadan,1
raadqaadid,1
raadqaadnaan,1
raadqaadnaansho,1
raadraac,3
raadraacid,2
raadsaday,5
raadsadey,3
raadsasho,21
raadsey,1
raadsha,3
raadshaa,9
raadshaan,1
raadshan,1
raadshay,1
raadshee,5
raadshey,5
raadshiyo,1
raadsho,4
raadsi,2
raadso,8
raadtiro,1
raaf,6
raafafka,2
raafdillaac,3
raafkiisu,3
raafle,1
raafleyda,1
raafqarrar,1
raag,1
raaga,1
raagaa,7
raagaaye,3
raagaoo,1
raagay,6
raagayaa,1
raage,14
raagee,3
raagey,3
raageyga,3
raagga,3
raagi,5
raagid,7
raagin,1
raagine,25
raagis,3
raagiyo,5
raagnee,1
raagnimada,3
raagnoo,5
raago,4
raagsad,1
raagsasho,9
raagsi,1
raagsiimo,3
raagsiino,1
raagsiinyo,1
raagso,1
raagtay,4
raagtee,3
raagto,3
raagtoo,7
raahu,5
raajada,1
raaji,1
raajicinayaa,1
raajin,3
raajis,1
raajo,1
raali,100
raaligeliya,2
raaliggelin,1
raaliggeliyaa,1
raaliya,23
raaliyadii,3
raaliyo,5
raaliyoo,1
raalli,22
raalliggeli,1
raalliggeliyo,1
raalliyad,1
raalliyo,3
raamayso,1
raamaystay,3
raamee,1
raamey,3
raamo,2
raamsadee,11
raamsasho,2
raamsatada,1
raamsi,2
raamso,1
raamuhu,1
raan,3
raandayn,1
raandaysan,1
raandaysnaan,1
raandaysnaansho,1
raandee,2
raandheysi,5
raandhiis,2
raando,4
raani,2
raaniyad,1
raansow,1
raanta,1
raaqraaq,1
raaqraaqin,1
raar,26
raarac,2
raaracaan,1
raaracan,2
raaracmid,1
raaracnaan,1
raaracnaansho,1
raaracsad,1
raaracsamid,1
raaracsan,4
raaracsanaan,3
raaracsanaansho,1
raaracsasho,2
raaracshee,3
raaracsi,1
raaracso,1
raarahdii,3
raaran,3
raarantoo,1
raari,3
raarici,1
raaricid,1
raaricin,2
raaricis,1
raarid,1
raaridaa,1
raaridaayee,7
raariday,1
raarideysaa,3
raaridin,3
raarka,3
raarkaba,1
raarkii,3
raarmoo,1
raarnaan,1
raarnaansho,1
raaro,1
raarta,1
raartana,5
raas,10
raasamaal,2
raasamaalka,1
raasamaalkii,1
raasamaalku,1
raasammaal,1
raasammaali,1
raashiin,2
raashin,8
raashinka,3
raasi,1
raaska,7
raaskaan,3
raaski,1
raaskii,9
raaskuba,1
raaslaawe,1
raasle,1
raasow,1
raasummaali,1
raatay,7
raatib,1
raawi,1
raawin,1
raawis,3
raawishna,1
raaxa,9
raaxaan,1
raaxada,27
raaxadan,5
raaxadeeda,1
raaxadeedaay,3
raaxadii,9
raaxayn,2
raaxaysad,1
raaxaysan,4
raaxaysandoona,1
raaxaysaneyn,1
raaxaysaneynaa,1
raaxaysasho,9
raaxaysi,4
raaxaysnaan,1
raaxaysnaansho,1
raaxayso,1
raaxaystee,1
raaxee,2
raaxeeye,3
raaxeysi,5
raaxeystee,1
raaxi,1
raaxiyo,3
raaxo,91
raaxooy,3
raaya,3
rab,2
raba,28
rabaa,100
rabaan,11
rabaane,1
rabaay,7
rabaaye,11
rabaayee,7
rabadh,2
rabahu,1
rabar,4
rabash,5
rabay,65
rabaybaad,7
rabaye,3
rabayee,3
rabayoon,1
rabaystaa,3
rabaystiyo,1
rabbaa,3
rabbaas,2
rabbaasid,1
rabbaayad,5
rabbaysan,2
rabbaysasho,1
rabbaysi,1
rabbaysnaan,1
rabbaysnaansho,1
rabbayso,1
rabbee,2
rabbi,41
rabbina,1
rabbow,5
rabdhooboo,3
rabee,15
rabeeystoo,7
rabey,26
rabeystoo,3
rabi,140
rabibaa,1
rabibey,3
rabid,13
rabidoodaa,3
rabigay,31
rabigeen,9
rabigeena,9
rabigeenaa,1
rabigeey,1
rabigey,13
rabin,26
rabina,1
rabitaan,17
rabitaanka,1
rabitaankooda,1
rabitin,1
rabiyaa,1
rabiyo,9
rablayn,1
rablaysata,1
rable,3
rablee,2
rableysad,2
rableysan,1
rableysasho,1
rableysnaan,1
rableysnaansho,1
rableyso,1
rabnaa,1
rabno,3
rabnoo,3
rabo,111
raboo,4
raboosh,1
raboow,1
rabow,51
rabowdaba,1
rabrab,2
rabrablee,1
rabshad,2
rabshada,17
rabshadayn,1
rabshadee,1
rabshayn,1
rabshaysan,1
rabshaysnaan,1
rabshaysnaansho,1
rabshee,3
rabshid,1
rabsho,30
rabshow,1
rabta,3
rabtaa,34
rabtaayee,7
rabtaayeee,3
rabtay,2
rabtee,23
rabtiina,3
rabto,5
racee,1
racfaan,2
racrac,1
racracee,1
rad,2
rada,9
radaq,1
raday,8
raddi,1
raddin,1
raddiyid,1
radeeb,2
radeeban,1
radeebay,1
radeebid,1
radeebnaan,1
radeebnaansho,1
radi,1
radoodu,5
radqan,1
radqanaansho,1
radqid,1
radsan,1
radsanaan,1
radsanaansho,1
rafaad,48
rafaadaa,11
rafaadee,7
rafaadeee,3
rafaadey,1
rafaadi,1
rafaadin,7
rafaadiyo,9
rafaadka,3
rafaadkana,1
rafaadkiyo,3
rafaadkoo,3
rafaadoo,7
rafaadoon,1
rafaadsan,1
rafaadsanaan,2
rafaaji,3
rafaajin,3
rafaaq,3
rafaaqid,3
rafac,1
rafacan,1
rafacnaan,1
rafacnaansho,1
rafaco,1
rafad,1
rafadayoo,3
rafasho,3
rafcaan,2
rafiiq,26
rafiiqabaa,1
rafiiqeedu,1
rafiiqeen,1
rafiiqey,3
rafiiqeyga,3
rafiiqeygii,1
rafiiqeygiiyey,9
rafiiqi,1
rafiiqii,1
rafiiqiisii,5
rafiiqoo,1
rafin,1
rafo,1
raftay,2
rag,192
raga,65
ragaa,3
ragaad,9
ragaadayaa,1
ragaadey,1
ragaadi,1
ragaadiyey,1
ragaadka,1
ragaadsan,1
ragaadsanaan,1
ragaadsanaansho,1
ragaal,1
ragaan,3
ragaaskii,1
ragaba,1
ragac,2
ragana,1
raganimo,17
raganimona,3
raganimooy,1
ragannimo,4
ragasho,1
ragax,3
ragba,7
ragbaa,17
ragbay,3
ragbey,1
ragcad,1
ragcan,1
ragcanaan,1
ragcanaansho,1
ragco,1
rage,1
ragee,3
rageedi,1
rageediyo,3
rageenaa,3
ragey,11
ragg,7
ragga,114
raggaal,1
raggaan,1
raggana,1
raggax,3
raggii,10
raggow,5
raggu,47
ragguna,1
ragi,7
ragii,13
ragiiyow,3
ragkaleete,1
ragkaleeto,5
ragle,1
raglee,1
ragleyn,1
ragna,47
ragone,1
ragoo,15
ragow,37
ragrago,1
ragse,1
ragu,37
raguba,1
raguunbaa,1
rah,4
raha,12
rahaamad,4
rahaamadan,1
rahaamadnaan,1
rahaamadnaansho,1
rahaamado,1
rahan,5
rahanka,3
rahday,1
rahima,1
rahman,1
rahmanaan,1
rahmanaansho,1
rahmo,1
rahu,15
rahuna,1
raised,1
raja,3
rajaad,1
rajaan,3
rajab,5
rajada,9
rajadeyda,1
rajadu,1
rajannimo,1
rajayn,5
rajaynayaa,11
rajci,1
rajee,3
rajeeyn,3
rajiimi,1
rajiimin,1
rajiimis,1
rajmi,1
rajo,31
rajoo,3
rajoobey,1
rajow,1
raka,5
rakaab,3
rakaabka,3
rakaabsad,1
rakaabsasho,2
rakaabsi,1
rakaabso,1
rakaad,7
rakaadaa,7
rakaadan,1
rakaadid,3
rakaadin,1
rakaadis,1
rakaadka,6
rakaadku,1
rakaado,1
rakaadsade,3
rakaatay,3
rakacad,1
rakadeeda,5
rakasey,1
rakato,1
rakcad,2
rakcadood,3
rake,1
rakib,1
rakiban,7
rakibayaa,1
rakibeybaa,3
rakibid,1
rakibnaan,1
rakibnaansho,1
rakibo,1
rako,7
rakooc,2
rakoocid,1
rakrakashiyo,3
rakuub,5
rakuuc,2
rakuucid,1
rakuucsan,1
rakuucsanaan,1
rakuucsanaansho,1
rali,1
ralibixi,1
ralibixin,1
raliyayn,1
raliyee,1
ramaadin,1
ramaadkiyo,1
ramaadku,1
ramaalo,1
ramad,10
ramadaan,3
ramadeed,7
ramadka,7
ramadkiisa,3
ramadkiyo,3
ramadku,7
ramadoo,3
ramag,1
ramal,6
ramalee,1
ramaleyn,1
ramaleys,1
ramas,7
ramasa,3
ramashidu,3
ramashii,1
ramasho,3
ramasiya,3
ramasiyo,9
ramaska,3
ramaskaa,1
ramaskii,3
ramaskiina,7
ramasku,5
ramaso,1
ramastu,1
ramidii,3
ramiyoo,1
ramo,2
ran,5
ranji,2
ranjile,1
ranjiyayn,1
ranjiye,1
ranjiyee,1
ranjiyid,1
ranka,2
ransad,1
ransasho,1
ransi,1
ranso,1
rantaayo,7
rantay,71
raq,1
raqaad,3
raqaayoo,3
raqad,2
raqaha,3
raqay,1
raqdan,2
raqdanaan,3
raqdanaansho,1
raqday,2
raqdid,1
raqdootiyo,3
raqdu,4
raqeenii,1
raqiis,3
raqiisi,1
raqiisin,1
raqle,3
raqlee,2
raqleyn,1
raquus,4
raquusid,1
rar,86
rara,3
raraaya,1
raraayee,1
raraayo,4
rarabaa,1
rarada,20
raradana,1
raragubyo,1
raragubyoo,1
raran,28
raranbaa,1
rarangubyoo,1
rarangubyood,1
rarani,1
raranka,5
rarankii,7
rarankuu,1
raransan,1
raransanaan,1
raransanaansho,1
raranso,1
rarantoo,1
raranyoo,3
rarashaa,1
rarashada,3
rarasho,1
raratiyo,1
raratoo,1
raray,22
rarayaa,3
rarayeey,3
rarayo,12
rarayoo,1
raree,5
rarey,7
rarid,8
raridda,1
rarin,13
rarinoo,1
raris,1
rarka,15
rarkiisa,1
rarkiisii,1
rarku,2
rarmi,1
rarmin,1
rarmis,1
rarmo,1
rarnaan,1
rarnaansho,1
raro,44
rarooy,1
rarooyo,2
rarrab,1
rarriib,1
rarto,17
rasaas,18
rasaasayn,1
rasaasee,2
rasaasta,4
rasaastiyo,3
rasadii,1
rasag,1
rasamaal,3
rasamaalka,3
rasan,1
rasaq,1
rasayn,2
rasays,1
rasaysan,1
rasaysnaan,1
rasaysnaansho,1
rasayso,1
rasee,1
rashiid,15
rasigu,1
rasiin,1
rasmi,26
rasmiga,8
rasmina,1
rasmiyaa,5
rasmiyee,1
rasnaan,1
rasnaansho,1
raso,3
rasuul,3
rasuulka,7
rasuulkeeniyo,1
rasuulkiyo,1
rasuulku,2
ratay,181
rati,46
ratib,3
ratibaad,2
ratibaadda,3
ratiban,1
ratibid,1
ratibnaan,1
ratibnaansho,1
ratideydii,1
ratiga,6
ratigaan,7
ratigii,2
ratigu,1
ratiinaha,2
ratuftiyo,1
rawax,1
rawday,1
rax,3
raxa,3
raxaabo,1
raxaaleyn,1
raxan,4
raxanraadka,1
raxanraafka,3
raxanraxan,1
raxanta,3
raxantu,1
raxaysoo,1
raxday,4
raxiim,2
raxleeyey,1
raxli,1
raxmaad,1
raxmaan,5
raxmaani,1
raxmaankow,3
raxmaanku,3
raxmad,33
raxmadaan,3
raxmadii,9
raxmadiis,1
raxmadiyo,11
raxmadlow,1
raxmadu,3
raxman,5
raxmigiyo,1
raxmoo,1
raxmoooy,3
raxmooy,1
raxo,1
ray,678
rayaal,82
rayaankii,3
rayadkiyo,1
raybows,1
rayd,24
raye,1
rayi,36
rayibixi,2
rayibixin,1
rayid,2
rayiga,1
rayigaa,1
rayigaaga,5
rayigayga,5
rayigeenii,5
rayigiisa,1
rayigoo,1
rayigoodii,1
rayiis,1
rayiisle,2
rayiyayn,1
rayiyee,3
rayn,8
raynrayn,2
raynrayntii,1
rayrayn,1
rays,53
raysad,1
raysan,43
raysankro,1
raysasho,1
raysatee,1
raysay,90
raysiyo,11
rayska,7
raysku,7
rayskuna,1
raysliyo,7
rayslow,1
raysmagaadhada,3
raysmaggaadho,1
raysmaggaarto,1
rayso,1
raystay,1
raystee,3
raytool,1
rbay,4
rbi,4
rbo,1
rcay,1
rci,1
rday,6
rdhay,1
rdi,5
real,1
reapeat,3
reeb,25
reeba,12
reebaa,17
reebaan,6
reeban,4
reebanti,2
reebay,12
reebayaa,1
reebayo,2
reebban,3
reebbanaan,1
reebbanaansho,1
reebe,2
reebee,13
reebeen,1
reebey,1
reebid,13
reebin,6
reebine,5
reebis,1
reebnaan,1
reebnaansho,1
reebo,48
reeboo,9
reebta,7
reebtaa,9
reebtay,2
reebtee,5
reebtey,3
reebto,5
reebtoo,3
reebtoon,1
reebyee,1
reeci,1
reem,1
reema,1
reemaa,23
reemaan,3
reemay,1
reemayaan,3
reemayaayoo,1
reemayoon,1
reeme,2
reemee,7
reemid,2
reeminaayee,1
reemiyo,1
reemo,1
reemoo,7
reen,8
reenka,17
reenkaa,3
reenkii,7
reenkiyo,7
reentaa,1
reentay,1
reer,181
reeraha,33
reereeyaa,7
reeriyo,7
reerka,33
reerkaaga,3
reerkaan,1
reerkan,1
reerkayagu,1
reerkeena,3
reerkeenii,7
reerkii,30
reerkiina,3
reerkiinan,21
reerkiisa,1
reerkiyo,5
reerkooda,3
reermagaal,3
reermagaalo,1
reermiyi,2
reero,18
reerroode,1
reeruhu,1
reeryee,1
reeryeyn,1
reeryeysan,1
reeryeysnaan,1
reeryeysnaansho,1
reeryo,1
reetina,3
reexaan,2
reexaanka,1
reexaanta,1
reexaantii,1
reey,1
reeya,1
reeyaa,1
reeyay,130
reeyiyo,3
reeysan,3
reeyseey,1
refugee,1
regtay,1
rejee,1
rejen,1
rejeyn,1
rejo,1
relationship,1
remix,1
renato,1
repeat,49
report,1
reskuna,1
rexaan,1
reyayoo,3
reyn,8
reynee,3
reynkey,3
reynree,2
reynreyn,2
reyntii,3
reyntisii,5
reyree,2
reyreyn,1
reyreyna,1
reyreynta,1
reys,17
reysan,5
reysay,39
reysiimo,3
reyska,1
reyskaa,1
reyskiyo,1
reyslaay,1
reysle,3
reysta,1
reystaa,3
reystee,3
reystey,1
reysto,23
rfay,4
rfi,3
rfo,2
rgay,3
rgi,3
rgo,2
rh,2
rhay,1
rhi,1
rhyme,1
ri,14
rib,1
riba,3
ribaa,1
ribad,1
ribada,1
ribaday,1
ribadayo,3
ribadey,1
ribanoo,1
ribasho,1
ribataye,3
ribatayee,7
ribbane,1
ribee,1
ribisaar,2
ribisaarid,1
ribix,1
ribmidab,1
ribnaan,3
ribnaanta,10
ribnaantiisa,1
ribo,1
riboowday,1
rici,2
ricidh,1
ricilahan,3
ricir,1
riciraha,4
riciro,1
ricirood,1
rid,1
rida,8
ridaa,24
ridaan,5
ridaanoo,5
ridaayaa,9
ridaayee,3
ridaayoo,1
ridada,7
ridadiyo,3
ridan,14
ridasho,2
ridatee,3
riday,43
ridayaa,1
ridayn,1
ridayo,3
ridayrisay,3
riddaami,1
riddada,1
riddayee,1
riddiyo,5
riddo,4
riddoobid,1
riddow,2
ridee,17
rideen,5
rideeyiyo,1
ridey,41
ridi,22
ridid,67
rididda,2
ridin,25
ridinee,1
ridiq,2
ridiyey,1
ridmaan,3
ridmo,1
ridna,1
ridnee,3
ridno,3
rido,26
ridoo,9
ridqan,1
ridqanaan,2
ridqanaansho,2
ridqid,1
ridqidda,1
ridqo,2
ridyeey,1
ridyoo,1
rif,1
rifaaq,1
rifaaqid,1
rifad,1
rifan,2
rifasho,1
rifay,1
rifid,1
rifnaan,1
rifnaansho,1
rifo,1
rifrif,1
rifrifad,1
rifrifan,2
rifrifasho,1
rifrifnaan,1
rifrifnaansho,1
rifrifo,1
rift,1
rig,5
rigaadshoo,3
rigaax,2
rigantee,1
rigaysad,1
rigaysasho,2
rigaysi,1
rigayso,1
rigee,1
rigeeyey,3
right,5
rigo,1
rigrada,3
rigrig,4
rigrigan,1
rigrigay,3
rigrigee,1
rigrigey,3
rigrignaan,1
rigrignaansho,1
rigrigo,4
rigsiiyoo,3
rihii,3
riibi,1
riibibax,1
riibigu,1
riig,1
riigbax,2
riigbixid,1
riiji,1
riikadaadaan,3
riimee,1
riimid,1
riin,8
riiq,5
riiqan,2
riiqayee,1
riiqda,3
riiqdaa,3
riiqey,3
riiqinee,7
riiqmee,3
riiqmo,1
riiqmoo,7
riiqnaan,1
riiqnaansho,1
riiqo,1
riiqriiqsi,1
riiqriiqso,1
riir,2
riiran,1
riiraxanyo,1
riiraxanyoo,1
riiraxanyood,1
riiraxyo,3
riiraxyoo,2
riiraxyood,2
riirnaan,1
riirnaansho,1
riishad,1
riix,3
riixa,1
riixaa,1
riixaan,1
riixaantii,1
riixan,2
riixay,2
riixayaa,1
riixayaan,1
riixayo,1
riixaysaayoo,1
riixdii,3
riixdin,2
riixgub,1
riixgubid,1
riixid,9
riixidda,1
riixinee,7
riixis,1
riixnaan,1
riixnaansho,1
riixno,3
riixo,4
riixoo,1
riixsan,3
riixtin,1
rilan,1
rillee,1
riman,5
rimay,14
rimaygaan,3
rimayoo,3
rimci,1
rimi,20
rimic,2
rimid,6
rimin,11
riminaa,1
rimisa,5
rimiyey,1
rimman,8
rimmanaan,1
rimmanaansho,1
rimmay,3
rimmayo,1
rimo,3
rims,1
rin,1
rindibsaday,3
rinji,12
rinjile,3
rinjiyan,2
rinjiyanaan,3
rinjiyanaansho,1
rinjiyayn,1
rinjiyaysan,1
rinjiyaysnaan,1
rinjiyaysnaansho,1
rinjiye,1
rinjiyee,1
rinjiyid,4
rinta,1
rintay,2
ripin,1
riqday,1
riqdiisii,3
ris,1
risaalad,1
risaalo,1
risaas,1
risaasayn,1
risaasee,1
risiq,9
risiqaan,11
risiqii,1
risiqiyo,3
risqi,1
ritaan,2
rito,27
riw,32
riwaayad,8
riwaayadaha,5
rixi,1
rixin,5
rixinin,5
rixinine,3
rixli,2
riya,1
riyaa,1
riyaad,19
riyaan,1
riyaaq,2
riyaaqa,3
riyaaqay,3
riyaaqayaa,3
riyaaqayee,3
riyaaqdee,1
riyaaqdoo,3
riyaaqe,1
riyaaqee,9
riyaaqid,2
riyaaqiyo,1
riyaaqo,3
riyaaqoo,3
riyaaqow,1
riyaax,2
riyada,13
riyadaada,5
riyadaan,3
riyadaba,7
riyadayda,3
riyadeey,1
riyadeydoo,3
riyadii,1
riyadiyo,9
riyadoo,1
riyadu,5
riyaha,16
riyahana,3
riyaqaa,1
riyaqaayee,3
riyay,3
riyo,80
riyoda,1
riyoo,1
riyood,1
riyoodaa,3
riyoodaan,1
riyooday,3
riyoodee,3
riyoodoon,3
riyoota,3
riyuhu,5
riyuu,3
rka,4
rkay,1
rki,1
rmay,72
rmi,56
rmoimo,1
rna,12
rnaa,205
rnaarnayd,1
rnayd,203
ro,120
roberto,1
rock,1
rodday,2
rodhisku,1
rodol,3
rog,18
roga,2
rogaa,1
rogaal,19
rogaalceli,1
rogaalcelin,2
rogaalcelis,2
rogaali,1
rogaalin,1
rogaalis,1
rogaalka,7
rogaalkii,1
rogaan,6
rogaaya,1
rogad,1
rogan,23
rogani,1
rogashada,13
rogashaduna,1
rogasho,3
rogay,20
rogayaa,7
rogayaan,5
rogaye,3
rogayee,3
rogayoo,3
rogbi,3
rogbin,4
rogbis,2
rogeen,1
rogen,1
rogey,23
rogeysaa,1
rogi,1
rogid,11
rogidda,4
rogiisiyo,3
rogin,17
rogis,1
rogiyoo,1
rogmad,2
rogmadayoo,1
rogmadey,7
rogmanayaan,3
rogmanayee,5
rogmashada,5
rogmasho,2
rogmo,1
rognaan,1
rognaansho,1
rogo,13
rogob,6
rogoba,1
rogobsad,2
rogobsasho,5
rogobsi,1
rogobso,2
rogodka,1
rogomnoo,5
rogoo,5
rogoshadaadana,3
rogragayaan,3
rogrog,2
rogrogaan,1
rogrogad,1
rogrogasho,1
rogrogayee,1
rogrogid,4
rogrogmadka,1
rogrogmasho,1
rogrogo,2
rogrogoo,1
rogtaa,3
rogtaan,1
rogtaane,3
rogtaayoo,1
rogtee,3
rogtey,1
rogtoo,1
rokbi,1
rokbin,1
rokob,1
roll,1
roma,20
roob,456
rooba,1
roobaad,11
roobaan,3
roobab,4
roobabka,1
rooban,1
roobban,1
roobbanaan,1
roobbanaansho,1
roobdoon,3
roobi,2
roobiyo,13
roobka,80
roobkaa,1
roobkaan,3
roobkii,12
roobkiyo,27
roobkoo,27
roobku,54
roobkuna,5
roobkuu,1
roobladhacu,1
rooblahaynbaan,1
rooble,3
rooblow,11
roobna,3
rooboo,15
rooboow,3
roobraac,1
roobsad,1
roobsasho,1
roobso,1
roobsugow,2
rooda,1
roogdee,1
roogdiwaa,1
roogey,1
rooghi,1
roogsasho,3
roogsi,1
roogso,2
roogti,1
roogtoo,3
rookee,1
rooko,1
roolaa,3
roomaaniyiintii,1
roon,128
roona,3
roonaa,1
roonaaa,1
roonaan,12
roonaansho,2
roonaha,3
roonahaye,1
roonayd,5
roonba,1
roonbaa,3
roone,3
roonee,16
rooneed,3
rooneey,15
rooney,11
rooneyd,3
rooneyde,1
rooneydee,1
rooneyn,1
roono,3
roonoo,17
roonoow,1
roonow,14
roontaan,1
roontahay,1
roontahee,3
roontee,15
roontehee,1
roontiin,11
roontohoo,1
roontoo,1
roonyahay,5
roonyee,3
roor,6
roora,4
rooraa,3
rooraaye,19
rooray,3
roorayaa,3
roorayaabaa,1
roorayee,1
roorayeey,1
roore,1
roori,6
roorid,7
roorin,1
roorine,17
roorkaan,1
rooro,2
rooroo,1
roorsad,1
roorsaday,3
roorsasho,2
roorsi,1
roorso,1
roortaa,1
roortay,3
roortee,3
rooti,6
rootiga,5
rooxaan,8
rooxaanta,2
roqbi,1
roqbin,1
roqbis,1
roqob,3
roqobsad,3
roqobsasho,3
roqobsi,1
roqobso,1
roree,3
rorog,1
rorogsasho,1
rorogsi,1
rorogso,1
rowday,3
rowrowlahaa,1
rqay,6
rqi,5
rr,1
rrayaal,1
rro,326
rroriin,3
rsan,1
rsay,1
rsi,1
rtay,837
rubac,1
rubad,6
rubadada,3
rubadadooda,1
rubadd,3
rubadey,3
rubadku,1
rubadoo,1
rubastiyo,3
rubatoo,1
rubbad,1
rubbiyad,2
rubi,2
rubida,1
rubidiisu,1
rubisaar,3
rubisaarid,1
rubisaaro,1
rubtay,1
rubuc,7
ruclaa,1
ruclaan,1
rucle,6
ruclee,1
rucleeyaa,3
rucleeyoo,7
rucleyn,2
rucleys,1
rucleysee,7
rucliyo,7
rucub,17
rucuba,1
rucubta,15
rud,2
rudan,2
rudcid,1
rudday,1
rudh,1
rudhan,1
rudhid,1
rudhis,1
rudhmo,1
rudhnaan,1
rudhnaansho,1
rudhsii,1
rudhsiin,1
rudid,3
rudis,1
rudmo,1
rudnaan,3
rudnaansho,1
rudsii,2
rudsiin,1
ruduc,2
ruducsan,1
ruducsanaan,1
ruducsanaansho,1
rug,54
ruga,1
rugasho,1
rugee,1
ruggaha,2
rugin,3
rugleeyiyo,1
rugni,1
rugo,2
rugood,2
rugruglee,1
rugta,40
rugtaa,1
rugtaad,7
rugtaadi,1
rugtay,1
rugtii,5
rugtiisaay,1
rugtoo,3
rugtoodi,1
rujeen,3
ruji,1
rujin,2
rujis,1
rujiyeen,1
rujiyo,1
rujub,1
rujuucaye,1
rukni,3
rukumad,1
rukuman,1
rukumasho,1
rukumnaan,1
rukumnaansho,1
rukumo,1
rukun,2
rukuuc,3
rukuucid,1
rukuucsan,2
rukuucsanaan,3
rukuucsanaansho,1
rumaadoo,1
rumaan,3
rumaawase,1
rumaayeey,3
rumayn,4
rumaysad,1
rumaysan,16
rumaysanahey,1
rumaysanyahay,12
rumaysasho,2
rumaysataa,1
rumaysi,1
rumaysnaan,1
rumaysnaansho,1
rumaysnayn,1
rumayso,1
rumaysta,1
rumaysto,1
rumaystoo,3
rumee,4
rumeeya,3
rumeeyeen,1
rumeeysay,1
rumey,11
rumeyn,4
rumeysan,1
rumeysanyahay,1
rumeysee,3
rumeyste,1
rumeystey,1
rummay,2
rummayan,1
rummaynaan,1
rummaynaansho,1
rummayo,2
rummaysad,1
rummaysasho,2
rummaysi,1
rummayso,2
rumoobaa,3
rumow,1
rumowdaa,1
rumowdee,1
rumowdo,3
run,125
runa,7
runaan,1
runbaa,5
runbuu,1
rundud,1
rundudid,1
rundudsan,1
rundudsanaan,1
rundudsanaansho,1
rundudsasho,2
rundudso,1
rune,23
runina,1
runjeene,1
runsheeg,1
runsheegid,1
runta,54
runtaa,11
runtaan,1
runtaydana,3
runtaydoo,1
runtee,11
runteeda,1
runtey,1
runteyda,23
runtii,55
